Prezzo,Codice,Dimensione A,Dimensione B,Peso,Dimensione A pacchetto,DimensioneBA pacchetto,Dimensione C pacchetto,Descrizione
121.15,5057582204062,368,254,2.5000,118,10,10,World Map Retro
29.82,5057582204079,254,184,1.2640,118,10,10,World Map Retro
40.63,5057582204086,368,254,1.9890,118,10,10,World Map Retro
11.70,5057582204093,104,70.5,0.6540,118,10,10,World Map Retro
16.20,5057582204109,152.5,104,0.7860,118,10,10,World Map Retro
25.22,5057582204116,208,146,1.0110,118,10,10,World Map Retro
38.74,5057582204123,312,219,1.5990,118,10,10,World Map Retro
43.24,5057582204130,416,254,2.1780,118,10,10,World Map Retro
52.26,5057582204147,416,290,2.4100,118,10,10,World Map Retro
19.45,5057582204154,254,184,1.2040,118,10,10,Atlas du Monde Vintage
25.31,5057582204161,368,254,1.8590,118,10,10,Atlas du Monde Vintage
76.80,5057582204178,254,184,1.5000,118,10,10,Atlas du Monde Vintage
121.15,5057582204185,368,254,2.5000,118,10,10,Atlas du Monde Vintage
29.82,5057582204192,254,184,1.2640,118,10,10,Atlas du Monde Vintage
40.63,5057582204208,368,254,1.9890,118,10,10,Atlas du Monde Vintage
11.70,5057582204215,104,70.5,0.6540,118,10,10,Atlas du Monde Vintage
16.20,5057582204222,152.5,104,0.7860,118,10,10,Atlas du Monde Vintage
25.22,5057582204239,208,146,1.0110,118,10,10,Atlas du Monde Vintage
38.74,5057582204246,312,219,1.5990,118,10,10,Atlas du Monde Vintage
43.24,5057582204253,416,254,2.1780,118,10,10,Atlas du Monde Vintage
52.26,5057582204260,416,290,2.4100,118,10,10,Atlas du Monde Vintage
19.45,5057582204277,254,184,1.2040,118,10,10,Round the World Map
25.31,5057582204284,368,254,1.8590,118,10,10,Round the World Map
76.80,5057582204291,254,184,1.5000,118,10,10,Round the World Map
121.15,5057582204307,368,254,2.5000,118,10,10,Round the World Map
29.82,5057582204314,254,184,1.2640,118,10,10,Round the World Map
40.63,5057582204321,368,254,1.9890,118,10,10,Round the World Map
11.70,5057582204338,104,70.5,0.6540,118,10,10,Round the World Map
16.20,5057582204345,152.5,104,0.7860,118,10,10,Round the World Map
25.22,5057582204352,208,146,1.0110,118,10,10,Round the World Map
38.74,5057582204369,312,219,1.5990,118,10,10,Round the World Map
43.24,5057582204376,416,254,2.1780,118,10,10,Round the World Map
52.26,5057582204383,416,290,2.4100,118,10,10,Round the World Map
19.45,5057582204390,254,184,1.2040,118,10,10,Mountains Little & Big
25.31,5057582204406,368,254,1.8590,118,10,10,Mountains Little & Big
76.80,5057582204413,254,184,1.5000,118,10,10,Mountains Little & Big
121.15,5057582204420,368,254,2.5000,118,10,10,Mountains Little & Big
29.82,5057582204437,254,184,1.2640,118,10,10,Mountains Little & Big
40.63,5057582204444,368,254,1.9890,118,10,10,Mountains Little & Big
11.70,5057582204451,104,70.5,0.6540,118,10,10,Mountains Little & Big
16.20,5057582204468,152.5,104,0.7860,118,10,10,Mountains Little & Big
25.22,5057582204475,208,146,1.0110,118,10,10,Mountains Little & Big
38.74,5057582204482,312,219,1.5990,118,10,10,Mountains Little & Big
43.24,5057582204499,416,254,2.1780,118,10,10,Mountains Little & Big
52.26,5057582204505,416,290,2.4100,118,10,10,Mountains Little & Big
19.45,5057582204512,254,184,1.2040,118,10,10,Sleepy Mountains
25.31,5057582204529,368,254,1.8590,118,10,10,Sleepy Mountains
76.80,5057582204536,254,184,1.5000,118,10,10,Sleepy Mountains
121.15,5057582204543,368,254,2.5000,118,10,10,Sleepy Mountains
29.82,5057582204550,254,184,1.2640,118,10,10,Sleepy Mountains
40.63,5057582204567,368,254,1.9890,118,10,10,Sleepy Mountains
11.70,5057582204574,104,70.5,0.6540,118,10,10,Sleepy Mountains
16.20,5057582204581,152.5,104,0.7860,118,10,10,Sleepy Mountains
25.22,5057582204598,208,146,1.0110,118,10,10,Sleepy Mountains
38.74,5057582204604,312,219,1.5990,118,10,10,Sleepy Mountains
43.24,5057582204611,416,254,2.1780,118,10,10,Sleepy Mountains
52.26,5057582204628,416,290,2.4100,118,10,10,Sleepy Mountains
19.45,5057582204635,254,184,1.2040,118,10,10,Above the Mountains
25.31,5057582204642,368,254,1.8590,118,10,10,Above the Mountains
76.80,5057582204659,254,184,1.5000,118,10,10,Above the Mountains
121.15,5057582204666,368,254,2.5000,118,10,10,Above the Mountains
29.82,5057582204673,254,184,1.2640,118,10,10,Above the Mountains
40.63,5057582204680,368,254,1.9890,118,10,10,Above the Mountains
11.70,5057582204697,104,70.5,0.6540,118,10,10,Above the Mountains
16.20,5057582204703,152.5,104,0.7860,118,10,10,Above the Mountains
25.22,5057582204710,208,146,1.0110,118,10,10,Above the Mountains
38.74,5057582204727,312,219,1.5990,118,10,10,Above the Mountains
43.24,5057582204734,416,254,2.1780,118,10,10,Above the Mountains
52.26,5057582204741,416,290,2.4100,118,10,10,Above the Mountains
19.45,5057582204758,254,184,1.2040,118,10,10,Mr Fox's Flying Contraption
25.31,5057582204765,368,254,1.8590,118,10,10,Mr Fox's Flying Contraption
76.80,5057582204772,254,184,1.5000,118,10,10,Mr Fox's Flying Contraption
121.15,5057582204789,368,254,2.5000,118,10,10,Mr Fox's Flying Contraption
29.82,5057582204796,254,184,1.2640,118,10,10,Mr Fox's Flying Contraption
40.63,5057582204802,368,254,1.9890,118,10,10,Mr Fox's Flying Contraption
11.70,5057582204819,104,70.5,0.6540,118,10,10,Mr Fox's Flying Contraption
16.20,5057582204826,152.5,104,0.7860,118,10,10,Mr Fox's Flying Contraption
25.22,5057582204833,208,146,1.0110,118,10,10,Mr Fox's Flying Contraption
38.74,5057582204840,312,219,1.5990,118,10,10,Mr Fox's Flying Contraption
43.24,5057582204857,416,254,2.1780,118,10,10,Mr Fox's Flying Contraption
52.26,5057582204864,416,290,2.4100,118,10,10,Mr Fox's Flying Contraption
19.45,5057582204871,254,184,1.2040,118,10,10,Sleepy Houses
25.31,5057582204888,368,254,1.8590,118,10,10,Sleepy Houses
76.80,5057582204895,254,184,1.5000,118,10,10,Sleepy Houses
121.15,5057582204901,368,254,2.5000,118,10,10,Sleepy Houses
29.82,5057582204918,254,184,1.2640,118,10,10,Sleepy Houses
40.63,5057582204925,368,254,1.9890,118,10,10,Sleepy Houses
11.70,5057582204932,104,70.5,0.6540,118,10,10,Sleepy Houses
16.20,5057582204949,152.5,104,0.7860,118,10,10,Sleepy Houses
25.22,5057582204956,208,146,1.0110,118,10,10,Sleepy Houses
38.74,5057582204963,312,219,1.5990,118,10,10,Sleepy Houses
43.24,5057582204970,416,254,2.1780,118,10,10,Sleepy Houses
52.26,5057582204987,416,290,2.4100,118,10,10,Sleepy Houses
19.45,5057582204994,254,184,1.2040,118,10,10,Big Stars Little Mountains
25.31,5057582205007,368,254,1.8590,118,10,10,Big Stars Little Mountains
76.80,5057582205014,254,184,1.5000,118,10,10,Big Stars Little Mountains
121.15,5057582205021,368,254,2.5000,118,10,10,Big Stars Little Mountains
29.82,5057582205038,254,184,1.2640,118,10,10,Big Stars Little Mountains
40.63,5057582205045,368,254,1.9890,118,10,10,Big Stars Little Mountains
11.70,5057582205052,104,70.5,0.6540,118,10,10,Big Stars Little Mountains
16.20,5057582205069,152.5,104,0.7860,118,10,10,Big Stars Little Mountains
25.22,5057582205076,208,146,1.0110,118,10,10,Big Stars Little Mountains
38.74,5057582205083,312,219,1.5990,118,10,10,Big Stars Little Mountains
43.24,5057582205090,416,254,2.1780,118,10,10,Big Stars Little Mountains
52.26,5057582205106,416,290,2.4100,118,10,10,Big Stars Little Mountains
19.45,5057582205113,254,184,1.2040,118,10,10,Mr Fox's Space Walk
25.31,5057582205120,368,254,1.8590,118,10,10,Mr Fox's Space Walk
76.80,5057582205137,254,184,1.5000,118,10,10,Mr Fox's Space Walk
121.15,5057582205144,368,254,2.5000,118,10,10,Mr Fox's Space Walk
29.82,5057582205151,254,184,1.2640,118,10,10,Mr Fox's Space Walk
40.63,5057582205168,368,254,1.9890,118,10,10,Mr Fox's Space Walk
11.70,5057582205175,104,70.5,0.6540,118,10,10,Mr Fox's Space Walk
16.20,5057582205182,152.5,104,0.7860,118,10,10,Mr Fox's Space Walk
25.22,5057582205199,208,146,1.0110,118,10,10,Mr Fox's Space Walk
38.74,5057582205205,312,219,1.5990,118,10,10,Mr Fox's Space Walk
43.24,5057582205212,416,254,2.1780,118,10,10,Mr Fox's Space Walk
52.26,5057582205229,416,290,2.4100,118,10,10,Mr Fox's Space Walk
19.45,5057582205236,254,184,1.2040,118,10,10,Whale Ahoy!
25.31,5057582205243,368,254,1.8590,118,10,10,Whale Ahoy!
76.80,5057582205250,254,184,1.5000,118,10,10,Whale Ahoy!
121.15,5057582205267,368,254,2.5000,118,10,10,Whale Ahoy!
29.82,5057582205274,254,184,1.2640,118,10,10,Whale Ahoy!
40.63,5057582205281,368,254,1.9890,118,10,10,Whale Ahoy!
11.70,5057582205298,104,70.5,0.6540,118,10,10,Whale Ahoy!
16.20,5057582205304,152.5,104,0.7860,118,10,10,Whale Ahoy!
25.22,5057582205311,208,146,1.0110,118,10,10,Whale Ahoy!
38.74,5057582205328,312,219,1.5990,118,10,10,Whale Ahoy!
43.24,5057582205335,416,254,2.1780,118,10,10,Whale Ahoy!
52.26,5057582205342,416,290,2.4100,118,10,10,Whale Ahoy!
19.45,5057582205359,254,184,1.2040,118,10,10,Safari Friends
25.31,5057582205366,368,254,1.8590,118,10,10,Safari Friends
76.80,5057582205373,254,184,1.5000,118,10,10,Safari Friends
121.15,5057582205380,368,254,2.5000,118,10,10,Safari Friends
29.82,5057582205397,254,184,1.2640,118,10,10,Safari Friends
40.63,5057582205403,368,254,1.9890,118,10,10,Safari Friends
11.70,5057582205410,104,70.5,0.6540,118,10,10,Safari Friends
16.20,5057582205427,152.5,104,0.7860,118,10,10,Safari Friends
25.22,5057582205434,208,146,1.0110,118,10,10,Safari Friends
38.74,5057582205441,312,219,1.5990,118,10,10,Safari Friends
43.24,5057582205458,416,254,2.1780,118,10,10,Safari Friends
52.26,5057582205465,416,290,2.4100,118,10,10,Safari Friends
19.45,5057582205472,254,184,1.2040,118,10,10,Happy Sun Papercut Series
25.31,5057582205489,368,254,1.8590,118,10,10,Happy Sun Papercut Series
76.80,5057582205496,254,184,1.5000,118,10,10,Happy Sun Papercut Series
121.15,5057582205502,368,254,2.5000,118,10,10,Happy Sun Papercut Series
29.82,5057582205519,254,184,1.2640,118,10,10,Happy Sun Papercut Series
40.63,5057582205526,368,254,1.9890,118,10,10,Happy Sun Papercut Series
11.70,5057582205533,104,70.5,0.6540,118,10,10,Happy Sun Papercut Series
16.20,5057582205540,152.5,104,0.7860,118,10,10,Happy Sun Papercut Series
25.22,5057582205557,208,146,1.0110,118,10,10,Happy Sun Papercut Series
38.74,5057582205564,312,219,1.5990,118,10,10,Happy Sun Papercut Series
43.24,5057582205571,416,254,2.1780,118,10,10,Happy Sun Papercut Series
52.26,5057582205588,416,290,2.4100,118,10,10,Happy Sun Papercut Series
19.45,5057582205595,254,184,1.2040,118,10,10,Through Space Papercut Series
25.31,5057582205601,368,254,1.8590,118,10,10,Through Space Papercut Series
76.80,5057582205618,254,184,1.5000,118,10,10,Through Space Papercut Series
121.15,5057582205625,368,254,2.5000,118,10,10,Through Space Papercut Series
29.82,5057582205632,254,184,1.2640,118,10,10,Through Space Papercut Series
40.63,5057582205649,368,254,1.9890,118,10,10,Through Space Papercut Series
11.70,5057582205656,104,70.5,0.6540,118,10,10,Through Space Papercut Series
16.20,5057582205663,152.5,104,0.7860,118,10,10,Through Space Papercut Series
25.22,5057582205670,208,146,1.0110,118,10,10,Through Space Papercut Series
38.74,5057582205687,312,219,1.5990,118,10,10,Through Space Papercut Series
43.24,5057582205694,416,254,2.1780,118,10,10,Through Space Papercut Series
52.26,5057582205700,416,290,2.4100,118,10,10,Through Space Papercut Series
19.45,5057582205717,254,184,1.2040,118,10,10,Rocket Away Papercut Series
25.31,5057582205724,368,254,1.8590,118,10,10,Rocket Away Papercut Series
76.80,5057582205731,254,184,1.5000,118,10,10,Rocket Away Papercut Series
121.15,5057582205748,368,254,2.5000,118,10,10,Rocket Away Papercut Series
29.82,5057582205755,254,184,1.2640,118,10,10,Rocket Away Papercut Series
40.63,5057582205762,368,254,1.9890,118,10,10,Rocket Away Papercut Series
11.70,5057582205779,104,70.5,0.6540,118,10,10,Rocket Away Papercut Series
16.20,5057582205786,152.5,104,0.7860,118,10,10,Rocket Away Papercut Series
25.22,5057582205793,208,146,1.0110,118,10,10,Rocket Away Papercut Series
38.74,5057582205809,312,219,1.5990,118,10,10,Rocket Away Papercut Series
43.24,5057582205816,416,254,2.1780,118,10,10,Rocket Away Papercut Series
52.26,5057582205823,416,290,2.4100,118,10,10,Rocket Away Papercut Series
19.45,5057582205830,254,184,1.2040,118,10,10,Dinos
25.31,5057582205847,368,254,1.8590,118,10,10,Dinos
76.80,5057582205854,254,184,1.5000,118,10,10,Dinos
121.15,5057582205861,368,254,2.5000,118,10,10,Dinos
29.82,5057582205878,254,184,1.2640,118,10,10,Dinos
40.63,5057582205885,368,254,1.9890,118,10,10,Dinos
11.70,5057582205892,104,70.5,0.6540,118,10,10,Dinos
16.20,5057582205908,152.5,104,0.7860,118,10,10,Dinos
25.22,5057582205915,208,146,1.0110,118,10,10,Dinos
38.74,5057582205922,312,219,1.5990,118,10,10,Dinos
43.24,5057582205939,416,254,2.1780,118,10,10,Dinos
52.26,5057582205946,416,290,2.4100,118,10,10,Dinos
19.45,5057582205953,254,184,1.2040,118,10,10,Cornelia Unicorn
25.31,5057582205960,368,254,1.8590,118,10,10,Cornelia Unicorn
76.80,5057582205977,254,184,1.5000,118,10,10,Cornelia Unicorn
121.15,5057582205984,368,254,2.5000,118,10,10,Cornelia Unicorn
29.82,5057582205991,254,184,1.2640,118,10,10,Cornelia Unicorn
40.63,5057582206004,368,254,1.9890,118,10,10,Cornelia Unicorn
11.70,5057582206011,104,70.5,0.6540,118,10,10,Cornelia Unicorn
16.20,5057582206028,152.5,104,0.7860,118,10,10,Cornelia Unicorn
25.22,5057582206035,208,146,1.0110,118,10,10,Cornelia Unicorn
38.74,5057582206042,312,219,1.5990,118,10,10,Cornelia Unicorn
43.24,5057582206059,416,254,2.1780,118,10,10,Cornelia Unicorn
52.26,5057582206066,416,290,2.4100,118,10,10,Cornelia Unicorn
19.45,5057582206073,254,184,1.2040,118,10,10,Unicorn Dreams
25.31,5057582206080,368,254,1.8590,118,10,10,Unicorn Dreams
76.80,5057582206097,254,184,1.5000,118,10,10,Unicorn Dreams
121.15,5057582206103,368,254,2.5000,118,10,10,Unicorn Dreams
29.82,5057582206110,254,184,1.2640,118,10,10,Unicorn Dreams
40.63,5057582206127,368,254,1.9890,118,10,10,Unicorn Dreams
11.70,5057582206134,104,70.5,0.6540,118,10,10,Unicorn Dreams
16.20,5057582206141,152.5,104,0.7860,118,10,10,Unicorn Dreams
25.22,5057582206158,208,146,1.0110,118,10,10,Unicorn Dreams
38.74,5057582206165,312,219,1.5990,118,10,10,Unicorn Dreams
43.24,5057582206172,416,254,2.1780,118,10,10,Unicorn Dreams
52.26,5057582206189,416,290,2.4100,118,10,10,Unicorn Dreams
19.45,5057582206196,254,184,1.2040,118,10,10,Boho Branches
25.31,5057582206202,368,254,1.8590,118,10,10,Boho Branches
76.80,5057582206219,254,184,1.5000,118,10,10,Boho Branches
121.15,5057582206226,368,254,2.5000,118,10,10,Boho Branches
29.82,5057582206233,254,184,1.2640,118,10,10,Boho Branches
40.63,5057582206240,368,254,1.9890,118,10,10,Boho Branches
11.70,5057582206257,104,70.5,0.6540,118,10,10,Boho Branches
16.20,5057582206264,152.5,104,0.7860,118,10,10,Boho Branches
25.22,5057582206271,208,146,1.0110,118,10,10,Boho Branches
38.74,5057582206288,312,219,1.5990,118,10,10,Boho Branches
43.24,5057582206295,416,254,2.1780,118,10,10,Boho Branches
52.26,5057582206301,416,290,2.4100,118,10,10,Boho Branches
19.45,5057582206318,254,184,1.2040,118,10,10,Sail Away Papercut Series
25.31,5057582206325,368,254,1.8590,118,10,10,Sail Away Papercut Series
76.80,5057582206332,254,184,1.5000,118,10,10,Sail Away Papercut Series
121.15,5057582206349,368,254,2.5000,118,10,10,Sail Away Papercut Series
29.82,5057582206356,254,184,1.2640,118,10,10,Sail Away Papercut Series
40.63,5057582206363,368,254,1.9890,118,10,10,Sail Away Papercut Series
11.70,5057582206370,104,70.5,0.6540,118,10,10,Sail Away Papercut Series
16.20,5057582206387,152.5,104,0.7860,118,10,10,Sail Away Papercut Series
25.22,5057582206394,208,146,1.0110,118,10,10,Sail Away Papercut Series
38.74,5057582206400,312,219,1.5990,118,10,10,Sail Away Papercut Series
43.24,5057582206417,416,254,2.1780,118,10,10,Sail Away Papercut Series
52.26,5057582206424,416,290,2.4100,118,10,10,Sail Away Papercut Series
19.45,5057582206431,254,184,1.2040,118,10,10,
25.31,5057582206448,368,254,1.8590,118,10,10,
76.80,5057582206455,254,184,1.5000,118,10,10,
121.15,5057582206462,368,254,2.5000,118,10,10,
29.82,5057582206479,254,184,1.2640,118,10,10,
40.63,5057582206486,368,254,1.9890,118,10,10,
11.70,5057582206493,104,70.5,0.6540,118,10,10,
16.20,5057582206509,152.5,104,0.7860,118,10,10,
25.22,5057582206516,208,146,1.0110,118,10,10,
38.74,5057582206523,312,219,1.5990,118,10,10,
43.24,5057582206530,416,254,2.1780,118,10,10,
52.26,5057582206547,416,290,2.4100,118,10,10,
19.45,5057582206554,254,184,1.2040,118,10,10,
25.31,5057582206561,368,254,1.8590,118,10,10,
76.80,5057582206578,254,184,1.5000,118,10,10,
121.15,5057582206585,368,254,2.5000,118,10,10,
29.82,5057582206592,254,184,1.2640,118,10,10,
40.63,5057582206608,368,254,1.9890,118,10,10,
11.70,5057582206615,104,70.5,0.6540,118,10,10,
16.20,5057582206622,152.5,104,0.7860,118,10,10,
25.22,5057582206639,208,146,1.0110,118,10,10,
38.74,5057582206646,312,219,1.5990,118,10,10,
43.24,5057582206653,416,254,2.1780,118,10,10,
52.26,5057582206660,416,290,2.4100,118,10,10,
19.45,5057582206677,254,184,1.2040,118,10,10,
25.31,5057582206684,368,254,1.8590,118,10,10,
76.80,5057582206691,254,184,1.5000,118,10,10,
121.15,5057582206707,368,254,2.5000,118,10,10,
29.82,5057582206714,254,184,1.2640,118,10,10,
40.63,5057582206721,368,254,1.9890,118,10,10,
11.70,5057582206738,104,70.5,0.6540,118,10,10,
16.20,5057582206745,152.5,104,0.7860,118,10,10,
25.22,5057582206752,208,146,1.0110,118,10,10,
38.74,5057582206769,312,219,1.5990,118,10,10,
43.24,5057582206776,416,254,2.1780,118,10,10,
52.26,5057582206783,416,290,2.4100,118,10,10,
19.45,5057582206790,254,184,1.2040,118,10,10,
25.31,5057582206806,368,254,1.8590,118,10,10,
76.80,5057582206813,254,184,1.5000,118,10,10,
121.15,5057582206820,368,254,2.5000,118,10,10,
29.82,5057582206837,254,184,1.2640,118,10,10,
40.63,5057582206844,368,254,1.9890,118,10,10,
11.70,5057582206851,104,70.5,0.6540,118,10,10,
16.20,5057582206868,152.5,104,0.7860,118,10,10,
25.22,5057582206875,208,146,1.0110,118,10,10,
38.74,5057582206882,312,219,1.5990,118,10,10,
43.24,5057582206899,416,254,2.1780,118,10,10,
52.26,5057582206905,416,290,2.4100,118,10,10,
19.45,5057582206912,254,184,1.2040,118,10,10,Football Superstars Stadium
25.31,5057582206929,368,254,1.8590,118,10,10,Football Superstars Stadium
76.80,5057582206936,254,184,1.5000,118,10,10,Football Superstars Stadium
121.15,5057582206943,368,254,2.5000,118,10,10,Football Superstars Stadium
29.82,5057582206950,254,184,1.2640,118,10,10,Football Superstars Stadium
40.63,5057582206967,368,254,1.9890,118,10,10,Football Superstars Stadium
11.70,5057582206974,104,70.5,0.6540,118,10,10,Football Superstars Stadium
16.20,5057582206981,152.5,104,0.7860,118,10,10,Football Superstars Stadium
25.22,5057582206998,208,146,1.0110,118,10,10,Football Superstars Stadium
38.74,5057582207001,312,219,1.5990,118,10,10,Football Superstars Stadium
43.24,5057582207018,416,254,2.1780,118,10,10,Football Superstars Stadium
52.26,5057582207025,416,290,2.4100,118,10,10,Football Superstars Stadium
19.45,5057582207032,254,184,1.2040,118,10,10,The Cuddlies
25.31,5057582207049,368,254,1.8590,118,10,10,The Cuddlies
76.80,5057582207056,254,184,1.5000,118,10,10,The Cuddlies
121.15,5057582207063,368,254,2.5000,118,10,10,The Cuddlies
29.82,5057582207070,254,184,1.2640,118,10,10,The Cuddlies
40.63,5057582207087,368,254,1.9890,118,10,10,The Cuddlies
11.70,5057582207094,104,70.5,0.6540,118,10,10,The Cuddlies
16.20,5057582207100,152.5,104,0.7860,118,10,10,The Cuddlies
25.22,5057582207117,208,146,1.0110,118,10,10,The Cuddlies
38.74,5057582207124,312,219,1.5990,118,10,10,The Cuddlies
43.24,5057582207131,416,254,2.1780,118,10,10,The Cuddlies
52.26,5057582207148,416,290,2.4100,118,10,10,The Cuddlies
19.45,5057582207155,254,184,1.2040,118,10,10,Polar & Pengi
25.31,5057582207162,368,254,1.8590,118,10,10,Polar & Pengi
76.80,5057582207179,254,184,1.5000,118,10,10,Polar & Pengi
121.15,5057582207186,368,254,2.5000,118,10,10,Polar & Pengi
29.82,5057582207193,254,184,1.2640,118,10,10,Polar & Pengi
40.63,5057582207209,368,254,1.9890,118,10,10,Polar & Pengi
